GENE	RNAseH-Rep1	RNAseH-Rep2	RNAseH-Rep3	PolyA-Rep3	RZ-Rep1	RZ-Rep2	RZ-Rep3
FBgn0032013		0.30139	0.387754	0.257778	0.429442	0.44817	0.61482	0.410714
FBgn0038095		0.289658	0.19672	0.0990972	0.206362	0.274096	0.0738606	0.131575
FBgn0032014		212.477	226.878	229.042	280.495	231.433	240.735	235.186
FBgn0032015		66.402	71.8091	69.7672	78.7951	88.0281	80.8021	88.9608
FBgn0038097		0	0	0.296483	0	0	0	0.393652
FBgn0032016		43.2572	40.3864	47.018	48.7445	47.6721	51.398	47.41
FBgn0039881		12.3776	13.091	11.5241	12.3462	14.5228	12.9042	12.7709
FBgn0038098		21.3435	17.646	18.5938	19.8078	13.8878	15.9419	16.2651
FBgn0032017		22.7853	25.5139	20.8966	30.9479	28.6634	32.0953	33.2727
FBgn0039882		35.1334	33.5827	34.3714	36.134	33.832	33.0807	33.4462
FBgn0038099		98.6689	90.8414	89.8233	85.3781	92.0429	88.8758	92.0931
FBgn0032018		33.2129	32.7255	32.8134	31.3636	30.4833	35.5887	33.7536
FBgn0039883		1.55268	1.39409	1.6892	1.15067	0.533066	0.572619	0.47384
FBgn0033802		51.8492	56.2916	58.0943	42.9085	22.0091	26.4648	25.2119
FBgn0030780		0.0523443	0.0266621	0.0537238	0	0	0.0800844	0.0713311
FBgn0263320		0	0	0	0	0	0.181967	0
FBgn0051720		0.695237	0.84842	0.88495	0.931182	0.676676	1.02033	1.13708
FBgn0263321		1.87333	2.86259	2.49951	2.53578	3.34278	3.29602	1.70189
FBgn0051721		0.882257	1.02717	1.08661	0.475763	0.899602	0.88702	0.882455
FBgn0039886		14.9009	14.5861	14.755	16.7056	11.8976	12.7873	12.8942
FBgn0263322		0	0	0	0	0	0	0
FBgn0039887		0.0709959	0.190536	0	0	0	0	0.0644988
FBgn0033806		25.1312	24.165	25.8161	30.8994	21.0893	25.2866	22.6744
FBgn0033807		0.368198	0.375091	0.675465	0.577096	0.716744	0.563326	0.531461
FBgn0039889		77.7653	100.465	87.2276	157.23	104.691	118.467	114.679
FBgn0033808		28.242	29.3385	29.0816	32.8944	30.1403	31.1986	29.032
FBgn0033809		0.468621	0.620946	0.4301	0.389504	0.253536	0.378854	0.284427
FBgn0030786		79.5523	68.6922	73.9699	71.4518	61.1445	66.3617	66.3355
FBgn0263326		0	0	0	0	0	0	0
FBgn0030787		75.5144	74.0078	78.0102	96.0468	81.8836	89.9394	83.6999
FBgn0030788		62.0026	68.2377	67.8266	86.5483	54.7253	56.4706	53.8349
FBgn0051728		0.0592062	0.0904716	0.334216	0.231992	0.0960434	0.067937	0.188258
FBgn0030789		52.9167	50.4973	51.6297	51.0475	44.8824	41.5128	43.1356
FBgn0051729		70.5434	72.541	69.3265	68.7833	55.2185	60.5435	56.9561
FBgn0041205		63.3784	66.55	63.2939	82.6473	69.7308	74.4927	67.7077
FBgn0034670		0.124101	0	0	0	0.100658	0	0
FBgn0020270		57.8848	53.4991	50.9586	59.069	69.1808	65.8959	65.9361
FBgn0002354		57.603	57.6182	57.1932	48.9188	71.7749	66.7361	64.656
FBgn0016754		13.5727	14.9423	15.8938	11.9136	7.72736	8.51238	7.57448
FBgn0034671		0	0	0	0	0	0	0
FBgn0020272		45.2163	39.8975	42.193	38.8966	42.2495	39.7481	43.3169
FBgn0016756		78.7986	70.8022	74.1747	72.8249	54.914	59.357	58.2329
FBgn0052590		20.1051	20.4815	22.2918	29.4835	30.2336	35.5872	34.264
FBgn0034674		36.666	39.0954	38.479	43.5368	38.8101	40.2031	37.8075
FBgn0052591		0.0563437	0.0966383	0.115657	0.120423	0.1371	0	0
FBgn0038550		6.31504	7.67604	6.77608	7.05532	7.91595	8.83828	8.47531
FBgn0024150		0.591373	0.63788	0.53555	0.495777	0.338582	0.372553	0.395712
FBgn0038551		65.4386	65.2704	64.0961	76.6065	54.9666	53.8948	53.7904
FBgn0038552		75.4125	65.4428	68.3752	67.8028	64.8584	62.3182	64.1882
FBgn0020277		0	0	0	0.0704816	0	0	0
FBgn0052594		17.936	18.0186	19.3121	16.7924	12.9542	14.6742	14.0269
FBgn0020278		31.4117	29.4178	29.5382	19.6331	21.7601	23.7808	22.1129
FBgn0020279		239.851	222.325	239.695	210.162	117.539	119.318	115.692
FBgn0052598		0.381785	0	0	0.049962	0.232248	0	0
FBgn0038558		0	0	0	0	0	0	0
FBgn0262000		0.133047	0.112947	0.0910352	0	0.125899	0.169629	0.161161
FBgn0029820		29.9114	27.2915	27.7832	26.0321	25.1867	24.1823	24.1988
FBgn0262001		0.906492	0.554076	0.744305	0.129163	0.14705	1.10951	0.689236
FBgn0029821		8.68794	8.99487	10.2254	9.21709	9.88074	9.02999	8.27894
FBgn0265988		17.9603	17.4195	18.0425	12.8377	9.91422	11.4469	10.448
FBgn0262002		0.0336153	0.0684891	0.0345012	0	0.0272652	0.0771449	0.0916172
FBgn0042083		54.6699	55.194	53.4406	58.3962	60.5198	59.963	58.607
FBgn0029822		64.7062	63.0547	66.2565	70.2923	38.097	39.2604	40.6708
FBgn0262003		7.08562	5.11293	9.99949	10.3064	14.3678	10.6148	8.58293
FBgn0029823		196.358	177.304	172.753	153.405	151.744	148.187	155.868
FBgn0262004		12.7897	11.6472	6.96114	13.9438	16.6606	11.7109	15.8444
FBgn0043865		0.121193	0.666694	0.597058	0.120879	0.157278	0.129794	0.0660615
FBgn0042085		81.7394	79.0295	84.2753	72.7032	43.2708	45.931	43.9318
FBgn0033340		161.164	111.726	137.816	102.552	162.819	154.694	163.466
FBgn0029824		30.9547	28.1317	29.0738	27.0782	18.7568	17.8455	19.3956
FBgn0262005		0	0	0	0	0	0.363933	0
FBgn0042086		0	0	0	0	1.25017	0	1.10023
FBgn0033341		57.8697	64.0593	65.4416	55.1765	24.3735	27.2412	24.5583
FBgn0029825		55.09	56.7191	56.0164	26.2261	68.1262	73.7001	68.6096
FBgn0262006		0	0	0	0	0	0	0
FBgn0033342		364.763	356.365	373.318	382.904	357.028	332.983	354.794
FBgn0029826		0.80529	0.942686	0.578559	0.297334	0.537643	0.625781	1.09739
FBgn0262007		0.141469	0.288233	0	0.0335956	0	0.144294	0.0428408
FBgn0029827		0	0.0778385	0	0	0	0.0584506	0
FBgn0262008		0	0	0.0614737	0	0	0	0.108828
FBgn0033344		1.83535	1.45422	1.77907	0.726425	2.89458	2.184	1.66739
FBgn0029828		1.33297	1.85171	1.74215	2.24463	2.26062	2.3216	2.53206
FBgn0262009		0	0.33102	0	0	0	0	0
FBgn0260770		1.28545	0.172005	0.350337	0.360871	0.138499	0.836877	0.613374
FBgn0260771		79.318	72.416	71.0089	76.7831	68.5077	70.9709	76.9496
FBgn0033347		0.600486	0.412845	0.999672	0.954669	0.777003	0.953535	0.36951
FBgn0033348		17.6724	15.2884	17.3951	15.7465	18.9208	20.6863	20.4585
FBgn0086604		0.139053	0.153757	0.335638	0.190993	0.247473	0.211676	0.13712
FBgn0033349		89.9688	88.9205	93.5293	100.144	61.6659	67.2029	66.3931
FBgn0086605		73.647	65.3342	64.2298	76.997	66.3484	63.1207	65.6727
FBgn0260775		11.8572	11.9395	11.3686	11.296	9.50454	9.81939	10.8292
FBgn0260776		0	0	0.0423328	0	0.0334543	0	0.0374714
FBgn0037230		1.40309	1.09082	0.947409	0.631329	0.928395	0.87561	1.07342
FBgn0260777		0	0	0	0	0	0	0
FBgn0086608		3.12161	3.42246	2.9656	3.0726	2.53488	3.63844	1.73694
FBgn0051272		1.38516	2.23422	2.1325	2.08332	1.9037	1.97206	1.71282
FBgn0037231		61.3991	63.8353	65.789	85.3149	70.3312	71.133	70.7532
FBgn0037232		26.1311	23.7406	24.6922	20.9661	20.8891	24.002	23.4829
FBgn0260779		19.8373	20.4638	20.2573	20.8066	26.7353	24.1422	23.9382
FBgn0051274		12.1784	11.8861	14.6124	22.8381	9.21302	8.94538	8.37297
FBgn0010213		160.125	145.676	172.584	173.634	159.568	159.42	158.599
FBgn0037234		52.6591	52.9416	55.7199	64.4122	36.2526	40.8509	37.9146
FBgn0037235		62.9791	69.1003	64.1839	77.8575	41.4948	47.4553	45.5024
FBgn0010215		110.773	123.983	115.849	164.308	140.234	159.504	158.184
FBgn0037236		107.144	106.623	104.969	116.202	81.2295	85.5862	79.1578
FBgn0051278		14.4341	16.5507	14.1003	12.9818	16.3014	15.6308	17.4233
FBgn0010217		1192.99	1169.61	1135.88	1399.79	1298.5	1361.29	1395.7
FBgn0051279		4.62902	8.0381	3.2239	5.23499	4.52505	5.77203	5.65512
FBgn0037238		0.168887	0.207975	0.250286	0.189076	0.243142	0.0923943	0.249812
FBgn0037239		57.2484	56.2562	57.6421	55.8708	54.9718	55.3591	53.5011
FBgn0003683		0	0	0	0.0410904	0.0616896	0.176484	0
FBgn0028500		33.7636	34.1101	33.1748	29.6301	30.0096	29.1163	29.7222
FBgn0003687		59.9354	65.1403	68.2233	64.621	46.1125	48.1134	46.6078
FBgn0032020		55.5476	57.0209	49.257	73.6135	72.1558	77.3333	76.9531
FBgn0028504		6.45807	6.30598	6.54137	6.63865	5.27356	5.94223	6.5376
FBgn0032021		3.35918	3.96959	4.04531	5.23311	2.76094	3.70036	3.54006
FBgn0032022		6.43027	7.81787	6.26076	8.2826	9.8821	9.3275	8.81397
FBgn0028506		35.4927	46.1508	41.6886	51.0042	23.4684	25.4225	20.3782
FBgn0032023		0	0	0	0	0	0.0397639	0
FBgn0028507		43.7219	41.0416	37.3668	42.2369	43.4697	45.2538	49.7705
FBgn0032024		0	0.0866122	0	0	0	0	0.15448
FBgn0032025		2.68223	2.301	2.46313	3.06751	2.06104	2.80779	2.7574
FBgn0028509		30.2106	29.3086	33.2029	28.12	10.2917	13.0795	11.4151
FBgn0039890		84.715	106.018	95.9311	107.078	92.3457	115.974	107.209
FBgn0032026		236.023	223.123	218.988	217.024	225.934	231.642	234.702
FBgn0033810		50.7764	62.1918	49.4034	60.3262	57.4916	55.1208	59.062
FBgn0033812		75.0065	69.0405	69.0789	64.0447	61.0644	62.3056	63.0116
FBgn0032029		76.0434	81.4286	86.7431	90.5404	77.2809	83.0337	82.9644
FBgn0033813		15.98	14.1874	17.0426	19.7801	19.985	17.8244	20.0327
FBgn0030790		117.388	114.046	114.686	135.68	97.1116	102.787	103.605
FBgn0051730		0.152567	0	0	0	0.123746	0	0
FBgn0033814		56.0489	60.0183	56.903	56.1005	48.0321	46.7458	46.416
FBgn0030791		61.4173	65.2832	66.7633	69.1942	57.6454	61.5749	57.6344
FBgn0039896		0.954168	0.686138	0.51846	1.15963	1.09259	0.772853	0.662885
FBgn0033815		9.41708	10.5889	9.66526	11.5826	11.169	10.8737	9.76595
FBgn0030792		84.0518	78.3449	75.9653	81.3948	65.8011	67.7552	66.3734
FBgn0039897		4.12791	4.80863	4.03669	5.83906	3.65748	4.39498	3.7521
FBgn0033816		47.1071	50.6147	48.1951	58.0724	43.7531	46.2664	46.2239
FBgn0030793		36.5712	28.3023	31.8612	35.2893	43.0531	38.8467	42.9669
FBgn0259817		3.9831	3.6281	3.17623	0	1.55656	2.16015	3.49289
FBgn0033817		3.71462	3.59956	3.99849	4.77647	3.23336	5.6832	4.28009
FBgn0030794		41.098	39.6638	42.2222	40.0383	41.2293	41.5817	40.5394
FBgn0259818		2.85237	3.02258	3.33947	1.28666	1.47821	1.56796	1.66837
FBgn0033818		0	0.0375387	0.03782	0.0262524	0.0298879	0.0563772	0
FBgn0030795		1.47099	1.68584	0.792624	1.02178	0.924662	0.843957	1.13592
FBgn0051735		0	0	0.0657817	0	0	0	0
FBgn0041210		58.2479	57.3229	58.7443	37.9278	37.1649	39.9563	40.0629
FBgn0033819		0.101876	0	0.0348535	0	0.0275436	0.0259775	0.0308509
FBgn0030796		1.84153	2.07405	2.38763	2.28804	1.51964	1.16019	1.34502
FBgn0030797		45.0189	42.761	43.2863	43.0071	11.1948	13.4353	13.1092
FBgn0030798		0.865536	0.756395	0.702195	0.653445	0.495957	0.551524	0.476152
FBgn0030799		6.57421	6.30308	7.90768	10.0403	9.23011	9.03806	10.9546
FBgn0051739		77.9767	83.4468	82.5014	85.6912	51.8156	60.9882	57.2145
FBgn0016762		15.9185	13.6103	18.4532	16.5557	17.8685	17.9398	16.5923
FBgn0020280		0.066492	0	0	0	0	0.025432	0.0302032
FBgn0034681		0	0	0	0	0	0	0
FBgn0034683		0	0	0	0	0	0	0
FBgn0034684		0.105841	0	0	0.0377022	0	0	0.0480775
FBgn0034687		0.752313	0.766395	1.0557	0.995377	1.04605	1.0718	0.833643
FBgn0034688		53.0628	49.3113	50.8759	53.2885	54.7317	50.0929	53.3953
FBgn0038564		24.5059	30.7479	27.1425	37.7488	20.7207	24.3197	21.6186
FBgn0034689		42.4882	38.5335	39.9515	45.6476	41.6432	40.3977	43.8831
FBgn0038565		0	0	0.111369	0.0386528	0.0440056	0.0415036	0.0985792
FBgn0050401		0.8302	0.830213	1.14059	0.811271	0.901398	0.635084	0.538457
FBgn0038566		0	0	0.0562265	0	0.0888678	0.0419075	0.0995388
FBgn0265991		27.4746	27.9637	27.9126	24.198	5.15891	6.09205	5.50485
FBgn0038567		0	0.0588021	0	0	0.0468176	0	0
FBgn0050403		28.6478	30.3011	31.6537	33.0069	31.5187	30.9325	30.9449
FBgn0038568		0	0	0	0	0	0	0
FBgn0050404		97.9768	95.6062	88.4162	107.775	75.8611	79.8753	75.5088
FBgn0038569		45.4182	45.0189	47.8741	57.1866	56.4702	54.9055	58.9349
FBgn0011554		0	0	0	0	0.0835171	0	0.0935455
FBgn0262010		0	0	0	0.192583	0	0	0
FBgn0011555		12.359	11.2697	10.8219	11.4526	11.7768	12.8923	12.7984
FBgn0029830		3.21672	3.64515	3.07307	2.19403	2.65388	2.80776	2.8348
FBgn0042092		59.7415	68.5624	74.0225	97.1995	68.1348	71.3162	68.5411
FBgn0011556		0	0	0	0	0.0794898	0	0
FBgn0029831		44.2918	38.5554	38.3508	23.9662	43.1418	44.1359	44.2813
FBgn0265998		112.156	123.438	125.896	117.1	59.7257	67.2116	63.3146
FBgn0042094		47.8178	49.4635	48.4842	51.8773	40.8205	48.336	47.4195
FBgn0029833		116.93	120.616	122.777	134.422	132.778	131.316	132.259
FBgn0033350		32.1493	33.7015	32.5546	36.2991	31.431	31.6751	32.4018
FBgn0011559		0.914775	1.15644	1.02302	0.0197255	0.567144	0.329169	0.603689
FBgn0029834		0.452729	0.553511	0.260256	0.258031	0.176257	0.145315	0.148066
FBgn0033351		123.729	114.448	109.824	106.364	99.9293	91.4343	92.7567
FBgn0029835		2.72805	2.25887	2.68369	1.8369	2.36998	2.07432	2.11826
FBgn0033352		44.1782	41.7548	42.1441	43.6862	22.6247	24.3231	23.3576
FBgn0029836		0	0	0	0.0860778	0.0979982	0.369705	0.135437
FBgn0262017		0	0	0	0	0	0	0
FBgn0042098		0	0	0	0	0	0	0
FBgn0033353		0.840304	0.749029	0.86245	2.39464	1.10754	1.36598	2.19479
FBgn0029837		0.0826003	0.168293	0.138502	0.176542	0.0364844	0.20646	0.0408654
FBgn0262018		0.0312694	0.0579775	0.058412	0.0148516	0.015387	0.0159469	0.0284079
FBgn0033354		11.8147	12.2083	13.0468	14.519	11.45	12.4823	12.2559
FBgn0029838		13.8008	14.5525	16.6496	14.0295	7.59343	8.70517	9.75169
FBgn0086610		0	0	0	0	0	0	0
FBgn0033355		0	0	0	0	0	0	0
FBgn0029839		0	0	0	0	0	0	0
FBgn0260780		216.495	230.934	244.004	279.83	102.668	114.497	107.093
FBgn0086611		0.854319	0.217578	0	0.152161	0.346466	0.653535	0
FBgn0033356		21.114	21.633	21.5031	25.4343	15.9988	18.5457	16.8241
FBgn0033357		325.202	336.429	320.591	417.294	319.574	377.895	345.029
FBgn0086613		31.0942	29.6956	30.7223	33.1926	19.5243	21.8661	20.9328
FBgn0033358		0.0729787	0.0743447	0.074902	0	0	0.223308	0.0663002
FBgn0033359		0.0122544	0.0249677	0.0503096	0	0	0.0187487	0.055665
FBgn0051281		0	0.289405	0.174945	0.202397	0.0460848	0.0869285	0.103237
FBgn0037240		47.4287	49.2848	49.7699	54.1509	35.5944	39.1164	35.946
FBgn0010220		37.6393	35.1993	36.2807	43.0609	29.7213	32.5257	29.9883
FBgn0037241		28.6506	30.7373	28.2596	32.5038	27.0966	25.6368	24.1476
FBgn0037242		77.4175	76.909	81.1483	95.2888	90.8047	87.1514	92.4649
FBgn0010222		40.9965	38.0095	39.4919	38.1669	40.3528	37.7669	38.0934
FBgn0260789		75.7811	71.768	81.341	59.8069	33.9281	39.7743	36.8223
FBgn0010223		3.91824	4.63391	4.62241	4.68456	4.71229	4.37546	5.11447
FBgn0037244		69.8304	70.9088	68.9053	80.303	81.1036	81.3017	81.3228
FBgn0051286		0	0.0456275	0	0	0	0	0
FBgn0010225		16.3222	15.2035	14.7836	14.6622	8.83969	10.1669	8.97377
FBgn0051287		4.3296	11.0266	12.6776	1.36083	13.3239	12.6637	12.8413
FBgn0010226		105.541	105.942	111.497	128.176	94.4186	97.3264	100.547
FBgn0051288		2.11432	3.1675	1.46797	1.68353	0.907896	1.23684	1.1864
FBgn0264672		16.6331	16.5731	17.3989	19.5768	12.4191	13.9441	12.7926
FBgn0037248		196.236	200.306	203.327	223.874	156.991	173.764	168.313
FBgn0010228		70.3876	75.9056	79.9242	97.958	50.4545	60.2409	49.8495
FBgn0037249		337.325	296.175	293.666	261.041	202.308	210.107	212.068
FBgn0028513		1.28226	1.40674	0.961729	0	0.960029	0.754537	0.40324
FBgn0032030		49.9813	50.162	47.8336	57.3136	40.6315	48.1525	46.0058
FBgn0028514		0	0	0.0856078	0.0396158	0.067653	0.0425376	0
FBgn0032031		20.1113	18.2436	17.2862	16.7075	18.3655	18.1326	19.0456
FBgn0028515		70.1647	64.793	63.5949	77.274	74.2594	75.0572	74.0045
FBgn0032032		14.1542	16.8988	16.6554	20.5532	18.5733	19.0345	22.1959
FBgn0028516		84.8607	87.1041	84.1101	93.1366	72.4377	74.9256	75.6684
FBgn0032033		43.7489	47.7994	40.1539	48.8709	35.3773	41.8589	48.0306
FBgn0028517		0.0488055	0	0	0	0	0.0373351	0.0443392
FBgn0032034		48.7198	50.0546	52.3477	56.9454	39.4377	43.3666	39.0053
FBgn0028518		0.946762	1.03593	0.53984	1.07421	0.426618	0.751075	0.60527
FBgn0028519		0	0	0	0.0259906	0.118359	0.0279075	0
FBgn0032036		55.9617	55.7537	52.1395	40.6331	43.8478	47.6406	42.8289
FBgn0033820		16.7681	19.5296	19.2287	23.3777	25.0794	25.1049	25.9694
FBgn0259821		0.0383513	0.136742	0.134893	0.0409841	0.108873	0.0628376	0.0871041
FBgn0033821		2.24225	2.66493	1.91779	2.39618	3.94047	2.71585	2.88583
FBgn0259822		2.70154	2.58696	2.61658	2.42703	1.14194	1.45867	0.767972
FBgn0032039		0	0	0	0	0	0	0
FBgn0259823		0.142445	0.126018	0.183435	0.0980304	0.06689	0.157927	0.112383
FBgn0259824		64.3024	57.7311	57.9816	57.3723	35.0855	37.5324	35.6359
FBgn0051740		0	0	0	0	0	0	0
FBgn0051741		0.0396442	0	0.040689	0	0.0321551	0	0
FBgn0037700		110.718	94.8497	101.14	113.082	106.446	106.72	109.559
FBgn0051742		0	0	0	0	0	0	0
FBgn0033826		1.08318	0.367819	0.648509	0.964619	0.658922	0.82861	0.656038
FBgn0037702		71.5081	74.4733	77.8257	77.9732	51.648	57.7818	55.6456
FBgn0033827		0.065941	0.218184	0	0.060839	0	0.0504434	0.0599066
FBgn0037703		8.74476	8.06915	8.66093	8.91193	8.73035	9.36357	9.0478
FBgn0033828		0	0	0	0	0	0	0
FBgn0263346		44.0504	42.2525	44.8914	37.8178	16.8935	19.9782	18.7239
FBgn0037705		16.2082	17.5292	18.7996	17.1795	7.32465	7.27055	6.81096
FBgn0037707		102.009	97.7702	105.285	112.174	57.3716	63.0366	61.4731
FBgn0250732		60.3101	64.0854	61.7805	54.1549	53.8372	56.7355	53.4723
FBgn0041224		0	0.134958	0	0.047191	0	0	0
FBgn0037708		11.6624	12.0591	10.8752	13.0398	11.3783	11.4432	12.7468
FBgn0041225		0.576924	0.95505	1.25827	0.41102	0.467939	0.772334	0.917224
FBgn0037709		56.8827	51.5385	51.9047	52.6781	64.0471	62.6122	62.4682
FBgn0034691		41.2474	38.7744	39.1612	32.2743	18.8847	19.7234	18.1197
FBgn0034692		0.0572698	0	0	0.0605013	0	0	0
FBgn0041229		0	0	0	0	0	0	0
FBgn0034693		0.331927	0.184653	0.265767	0.197063	0.0897413	0.126958	0.100517
FBgn0034694		26.4667	25.7488	25.5004	29.6271	29.0072	28.3956	28.9136
FBgn0020294		2.82823	2.86283	3.21708	2.42561	1.91407	2.14976	1.83296
FBgn0038570		198.289	200.351	205.756	217.41	208.608	204.413	194.169
FBgn0038571		58.1479	69.5123	77.4003	82.6616	101.404	99.988	98.0403
FBgn0267236		0	0	0	0	0	0	0
FBgn0034697		34.3396	33.563	35.7511	37.183	29.7126	31.6206	31.4608
FBgn0020299		3.25166	3.04705	2.81409	2.04411	1.68937	1.47329	1.89345
FBgn0050410		150.749	133.223	144.054	130.835	132.387	128.109	137.117
FBgn0038575		132.095	138.78	126.115	154.932	141.741	151.381	147.512
FBgn0050411		0.352925	0.215719	0.941787	0.301722	0.515259	0.269979	0.513004
FBgn0038576		21.4589	19.8464	20.1134	24.6112	11.9448	12.054	12.6728
FBgn0050412		0.0848235	0	0.0782584	0	0	0	0.0692712
FBgn0038577		128.275	111.876	116.78	118.974	154.972	153.134	171.307
FBgn0024177		226.514	245.607	228.593	286.729	209.551	220.211	212.461
FBgn0050413		0	0.228936	0.230651	0.320209	0	0	0
FBgn0038578		30.847	30.5426	28.389	32.2359	34.115	31.8142	34.6727
FBgn0050414		4.34518	4.13783	3.97495	4.30699	5.59299	4.69691	3.86816
FBgn0038579		0.162027	0.16506	0	0	0.131419	0.619735	0.735997
FBgn0024179		2.7324	2.71184	2.57798	2.62604	2.13572	2.25652	2.18028
FBgn0050416		0	0	0	0	0	0	0
FBgn0262020		0	0.139898	0	0.0489184	0	0	0
FBgn0050417		0	0	0	0	0.0923553	0	0.103445
FBgn0029840		84.5845	77.0334	82.1633	43.5265	49.3381	50.6129	50.5113
FBgn0262021		0	0	0	0	0	0	0.773404
FBgn0050418		3.99865	3.70318	3.93183	2.64956	2.10926	2.26742	1.98148
FBgn0011566		32.8729	28.9663	30.9779	31.8352	33.7381	32.7058	34.1078
FBgn0262022		2.98348	4.9389	1.53105	3.71968	3.02485	4.2793	3.72687
FBgn0050419		0.0202588	0.020638	0.0415854	0	0.0164318	0.0154975	0.0184048
FBgn0262023		0	0	0	0	0	0	0
FBgn0043884		144.995	134.649	146.351	64.5221	43.8574	51.9268	45.6494
FBgn0029843		1.76923	2.18193	1.84618	1.71035	1.31145	1.44903	1.69177
FBgn0262024		0	0	0	0	0	0	0
FBgn0011569		0	0.0541571	0.109126	0.0568116	0.0431193	0	0.048297
FBgn0262026		51.4713	41.999	48.1475	48.8671	14.2976	16.7821	17.0329
FBgn0033362		0.0428983	0	0.0470054	0	0	0	0
FBgn0033363		0	0.0459085	0	0	0	0	0
FBgn0033364		0	0	0	0	0	0	0
FBgn0029848		0.0428732	0.0436757	0	0.0916329	0.0347742	0.065594	0.116849
FBgn0262029		0.149409	0.197778	0.10744	0.116768	0.169069	0.148718	0.189424
FBgn0033365		0.0210758	0	0.0216312	0.0300302	0.0170944	0	0.0191471
FBgn0029849		35.5401	33.7521	31.5407	36.7008	35.632	38.434	40.7635
FBgn0033366		0.879214	0.767719	1.11724	0.477243	0.882916	0.640551	0.646611
FBgn0033367		3.5887	3.5125	3.01445	1.70447	2.16881	2.34155	2.17352
FBgn0033368		0	0	0.0501536	0	0	0	0
FBgn0260793		0.719814	0.63086	0.718199	0.00598834	0.178379	0.183531	0.163471
FBgn0033369		0.0615064	0	0.0690479	0	0.0545663	0.0514638	0.0611184
FBgn0260794		155.766	152.971	163.663	128.415	95.8971	107.282	101.916
FBgn0260795		143.032	141.323	142.464	156.743	139.556	147.725	145.495
FBgn0002838		0.143304	0	0.14708	0	0.348697	0	0.520757
FBgn0037250		75.8943	72.8525	71.479	78.685	81.9168	85.9566	88.0866
FBgn0037251		33.6977	35.9345	32.9677	34.6772	43.3955	40.4759	44.6676
FBgn0260798		55.1307	72.4484	67.0674	109.133	62.5913	76.1589	70.0117
FBgn0037252		46.6515	46.4278	50.1653	51.8072	27.2693	30.1103	27.3889
FBgn0260799		95.8539	127.738	112.464	167.105	151.791	178.596	172.184
FBgn0051294		0	0.220335	0.110993	0.0770447	0.0877141	0.165454	0.0982465
FBgn0037254		0.114195	0.186131	0.164086	0.0325424	0	0.0873562	0.0622465
FBgn0051296		0.215331	0.109681	0	0.230114	0.0873269	0	0
FBgn0037255		66.6145	58.8536	62.4778	65.1818	54.7264	53.7349	54.4935
FBgn0010235		103.13	98.2365	95.3753	117.907	100.957	105.043	102.819
FBgn0010238		62.2947	66.1669	70.3876	72.3953	30.2554	35.2897	30.5913
FBgn0028520		0	0	0	0	0	0	0
FBgn0015903		96.8956	102.119	112.124	129.536	82.3078	89.754	86.3824
FBgn0028523		6.66205	7.4215	7.62469	9.62912	6.72528	8.32276	7.14095
FBgn0032040		0	0	0	0	0	0	0.0848305
FBgn0015904		0	0.227564	0	0	0.0219025	0.0206362	0.0244595
FBgn0015905		33.3832	35.0626	32.8464	32.3461	31.4614	30.5525	30.7984
FBgn0028525		19.77	22.7434	20.3303	26.0655	24.6682	28.9951	26.0284
FBgn0032042		30.164	34.0879	31.6592	29.3792	24.5087	29.4574	27.7996
FBgn0028526		5.22845	4.94587	5.51957	5.53417	5.51299	6.11375	5.69998
FBgn0014127		76.8145	76.7469	77.1628	82.1324	66.1758	68.6295	62.7829
FBgn0028527		3.93404	4.32504	3.73014	3.85401	3.452	4.1286	3.24426
FBgn0085300		0	0	0	0	0.246342	0	0
FBgn0085302		0.297611	0	0	0	0	0.227666	0.270376
FBgn0033830		0.174542	0.0592697	0.0597139	0	0	0.0445068	0
FBgn0032047		17.3931	19.3241	18.5105	20.1673	18.3208	19.6008	23.0659
FBgn0259831		0.188783	1.73085	0.581274	0.134495	0.306241	0.577658	0.686027
FBgn0085303		0	0	0	0	0	0	0
FBgn0032048		0.067023	0	0.0687885	0.0476224	0	0	0.060889
FBgn0259832		26.1429	21.9371	28.2077	32.7962	38.7541	36.4507	37.3437
FBgn0032049		14.5663	13.2731	16.3776	10.7425	13.7145	14.0546	14.1643
FBgn0085305		0	0.0460503	0.0463955	0	0	0.231387	0
FBgn0259834		60.2864	59.2628	61.3191	48.3332	62.2755	64.1007	66.5794
FBgn0085306		0.0815159	0.166084	0.250993	0	0	0	0.0740561
FBgn0033834		0	0.0332756	0	0	0	0.0124918	0
FBgn0263351		86.4947	87.0159	82.6608	92.8619	76.2419	77.6868	80.4485
FBgn0085307		0	0	0	0	0	0	0
FBgn0037710		69.5284	72.5204	73.2989	80.8041	60.8289	60.7054	61.0861
FBgn0263352		93.3364	109.912	109.109	144.529	51.407	63.1474	56.1084
FBgn0085308		0	0	0	0	0	0	0.13633
FBgn0051752		0	0.0545821	0	0	0	0	0
FBgn0033836		61.4438	57.6456	62.4019	70.1805	21.9844	24.6721	22.6791
FBgn0263353		0.445598	0.279346	0.598061	0.268619	0.389223	0.28843	0.324736
FBgn0085309		0	0	0	0	0	0	0
FBgn0037712		0.548694	0.501447	0.395067	0.411482	0.258096	0.685701	0.498481
FBgn0263354		0.04278	0.0932598	0	0.00809462	0.0173493	0.0490887	0.0971627
FBgn0037713		14.4994	12.6953	12.6099	15.4948	14.6991	18.3257	14.6183
